,id,true_label,reasoning_path
112,112,0,"- End-of-window divergence: `Intensity` eases from h11→h12 while `Occupancy` still climbs -> Classic pre-clearance signature where arrivals soften but a short queue remains, primed to dissipate.
- Repeating pattern: a sharp `Occupancy` spike at h6 was followed by a rapid fall at h7 -> Peaks tend to be transient on this corridor; current local maximum is likely to revert.
- Slight uptick in `WindSpeed` at h12 (higher than h11), with past low-occupancy periods coinciding with higher wind (e.g., h7) -> Better dispersion/driver comfort leads to higher speeds and lower detector occupancy.
- `Temp` rises sharply from h10 to h12 to the day’s high -> Improved road conditions support faster flow and shorter platoons, reducing occupancy.
- `Humidity` normalizes from the h9 spike to stable mid levels by h10–h12 -> Absence of moisture-related friction or visibility issues favors queue discharge.
- Late-cycle `NO2` remains high while `Intensity` is not increasing -> Emissions reflect earlier congestion; with demand easing, conditions favor flushing the accumulated queue.
- `SolarRad` steady/low around h12 (no glare spikes like h7) -> Fewer visual slowdowns, aiding flow recovery.
- Demand volatility earlier (large `Intensity` swings h8–h10) without sustained growth -> Suggests arrivals are not building; with current softening, density is poised to retreat."
113,113,1,"- Occupancy stays near-flat at low levels from h7–h12 with only small oscillations -> Indicates a steady state with low volatility in lane usage.
- Traffic Intensity declines smoothly from h6 onward without spikes -> Suggests no imminent surge to drive abrupt occupancy changes.
- Earlier, the occupancy peak around h6 coincided with high Intensity; that coupling is absent now as Intensity falls -> Implies low risk of queue formation in the near term.
- SolarRad is essentially zero after h2 (nighttime) -> Points to stable demand with no commute-driven peaks.
- Temperature and WindSpeed vary mildly in recent hours (slight cooling, light winds recovering) -> Weather is not shifting enough to perturb traffic patterns.
- Humidity rises gradually without sharp jumps and no precipitation signal -> Environmental conditions remain steady, limiting demand shocks.
- NO2 jumps at h12 while Intensity is falling -> Indicates atmospheric dispersion effects rather than added traffic, so not a driver of higher occupancy."
114,114,1,"- Occupancy has held near a low plateau over the last 3–4 hours with minimal volatility -> Strong state persistence points to the next step remaining close to current conditions.
- Intensity declined steadily from hour 7 to 12 and is at a local minimum -> Fewer arrivals mean limited pressure for lane loading to change abruptly.
- Earlier occupancy spikes aligned with intensity surges (hours ~3 and ~8), but no such surge appears near the end -> Absence of demand shocks reduces the chance of a sharp movement.
- WindSpeed settles into a moderate, steady range after hour 9 -> Stable driving conditions limit sudden capacity or behavior shifts.
- NO2 drops markedly into the last hour, tracking reduced vehicle presence -> Emission proxy indicates light, steady flow rather than growing congestion.
- Temperature shows a late uptick but historically did not co-move with occupancy in this window -> Weather-driven demand changes are unlikely in the short term.
- Humidity is high but changes smoothly and without coupling to traffic measures -> Environmental conditions provide no catalyst for rapid shifts.
- SolarRad remains flat throughout -> Lack of diurnal transition cues (e.g., sunrise/sunset) avoids peak-period dynamics."
115,115,1,"- Intensity stabilizes after an earlier spike (hours 10–12 show small variation) -> Steady demand and flow state, limiting near-term occupancy volatility.
- Occupancy exhibits mild oscillations without a directional trend in the last few hours -> Persistence/mean-reversion dominates, pointing to small adjustments rather than swings.
- NO2 drifts downward then flattens through hours 9–12 -> Emission proxy indicates consistent vehicle throughput, reinforcing stable traffic conditions.
- WindSpeed peaks around hour 10 and stays moderate afterward -> Enhanced dispersion with no weather-driven disruptions, supporting steady operations.
- Temp shows a gentle uptick while Humidity hovers in a comfortable band after its earlier peak -> Benign weather reduces incident likelihood and sudden demand shifts.
- SolarRad remains moderate post-peak and ticks up at hour 12 -> Consistent daylight travel patterns, avoiding abrupt transitions in traffic behavior.
- Lack of overlapping extremes across variables in the late period (no simultaneous spikes or drops) -> Absence of triggers for rapid congestion formation or clearance waves."
116,116,1,"- Occupancy in the last 3 hours oscillates in a narrow mid-range band with modest step changes -> Points to a settling of lane utilization around a steady-state.
- Intensity rises steadily from hour 10 to 12 without a proportional rise in Occupancy -> Higher demand is being processed efficiently, indicating fluid flow rather than queue formation.
- WindSpeed stays low and nearly flat, with only a slight uptick at hour 12 -> Minimal weather-driven capacity or driver-behavior perturbations, supporting stable operations.
- Temp climbs and then levels off around a mild plateau by hours 11–12 -> Consistent environmental conditions reduce variability in travel demand and speeds.
- SolarRad is zero through hours 9–11 and increases gradually at hour 12 -> Smooth environmental transition, not a sharp trigger for demand or capacity shifts.
- Humidity spikes briefly at hour 9 but returns to a stable 70–75 range afterward -> Visibility/comfort normalizes, limiting disruption to flow.
- NO2 increases alongside Intensity near the end while Occupancy does not spike -> Emissions confirm more vehicles, yet the regime remains uncongested with stable utilization.
- No synchronized peaks of Occupancy with Intensity or weather anomalies in the final hours -> Absence of incident-like signatures; near-term dynamics dominated by routine, low-variance flow."
117,117,1,"- Occupancy h9–h12 fluctuates narrowly around a low baseline after an earlier spike at h8 -> Reversion-to-mean with no momentum, signaling short-term steadiness.
- Traffic Intensity declines from h6 to h10, with only a small bump at h11 and drop at h12 -> Lower arrival rates and sub-capacity conditions reduce the chance of sharp occupancy shifts.
- Lack of synchronized surges across Intensity, NO2, and Occupancy in the last hours -> Absence of reinforcing demand/queue growth mechanisms implies stable lanes.
- WindSpeed remains very low and steady (near calm) -> Minimal weather-driven variability in capacity or speeds, favoring steady flow.
- SolarRad flat and minimal from h3 onward -> Nighttime/overcast off-peak regime supports stable travel demand patterns.
- Temperature varies modestly without an extreme trend late in the period -> No thermal or comfort shock to disrupt demand or capacity.
- Humidity gradually rises without abrupt jumps -> Slow meteorological change rather than sudden conditions that would perturb traffic.
- Late NO2 uptick occurs while Intensity falls and winds are calm -> Pollutant accumulation due to stagnation, not a traffic surge, reinforcing steady underlying volumes."
118,118,1,"- Occupancy shows small oscillations with a brief spike at h11 immediately followed by a drop at h12 -> Points to a transient queue that resolved quickly, leaving little momentum for large near-term swings.
- Intensity surges at h11 then collapses at h12 -> A demand shock has already dissipated; flow reverts toward baseline, reducing pressure for abrupt occupancy movement.
- NO2 broadly tracks Intensity through the day and falls sharply at h12 -> Confirms the vehicular load has eased, aligning with limited queue formation.
- WindSpeed stays low–moderate without abrupt transitions in the last hours -> Weather-driven capacity shocks are unlikely, damping volatility in traffic states.
- Temp increases from h10 to h12 but remains within a moderate range -> No thermal stress on vehicles or infrastructure; incident risk and capacity loss remain low.
- Humidity is high yet relatively stable across the period -> Lack of precipitation signals consistent pavement friction and steady driving behavior.
- SolarRad is flat (no dawn/dusk transition) -> Avoids glare or lighting-change effects that often trigger flow disruptions.
- Earlier cycles in Intensity/Occupancy appear mean-reverting rather than trending -> Deviations are corrected quickly, implying short-memory dynamics and damped responses.
- Emissions-traffic coupling (NO2 with Intensity) remains intact -> No evidence of atypical fleet mix or unusual heavy-duty share, suggesting predictable, steady flow conditions."
119,119,0,"- Occupancy has risen steadily from h8 to h12, forming a local peak -> Post-peak phases typically transition into queue dissipation and lower density.
- Intensity is high and increasing from h10 to h12 -> Strong discharge flow helps clear vehicles from the segment, easing density.
- NO2 declines from h8 through h12 while flow remains high -> Indicates improving speeds and less stop‑and‑go, consistent with lower lane occupancy.
- Humidity eases from h11 to h12, with solar radiation ticking up and wind at moderate levels -> Better driving conditions promote higher speeds and shorter presence time in the detection zone.
- Earlier oscillatory behavior: a sharp occupancy spike around h5 was followed by rapid normalization -> Mean‑reverting pattern after peaks suggests another easing phase after the latest crest."
120,120,1,"- Occupancy over the last 3 hours moved 4 → 5 → 4 with small amplitudes -> Signals a local equilibrium with low momentum for large near-term shifts.
- Intensity climbed smoothly from a trough at h9 to a higher level by h12 without sharp spikes -> Gradual demand increase implies only incremental changes in lane utilization.
- The earlier sharp occupancy dip at h9 coincided with the intensity minimum and quickly reverted -> Mean-reversion dominates, limiting further deviation in the short term.
- WindSpeed rose steadily (h9 → h12) while Temp, Humidity, and SolarRad stabilized -> Stable, non-disruptive driving conditions reduce the likelihood of abrupt traffic state changes.
- NO2 ticked up modestly in parallel with Intensity but stayed far below earlier peaks -> Emissions/queue pressure remain moderate, pointing to steady rather than worsening congestion.
- Historical elasticity appears low: sizable swings in Temp/Humidity around h9–h10 did not produce proportional occupancy shifts -> Suggests occupancy is relatively insensitive to current environmental variability.
- No exogenous shocks or pattern breaks visible across the last few hours -> System inertia favors only minor adjustments in occupancy in the next interval."
121,121,2,"- Occupancy shows a recurring oscillation with sharp troughs followed by rebounds (recent data ends at a trough) -> Mean-reverting dynamics prime a near-term upswing in detector on-time.
- Intensity simultaneously falls to a local minimum -> Likely a platoon gap rather than sustained low demand, implying the next platoon arrival will lift occupancy.
- Earlier hours show tight co-movement between Intensity peaks and Occupancy peaks -> Confirms that any demand recovery quickly translates into higher occupancy at this site.
- NO2 jumps to its highest level while wind is moderate -> Signals fresh traffic emissions/incipient queuing near the sensor, indicating growing vehicle presence at lower speeds.
- Temperature drops while Humidity rises to high levels -> Cooler, humid night conditions slow vehicles and lengthen presence per vehicle, increasing detector occupancy durations.
- Solar radiation remains near zero for several hours (nighttime) -> Travel shifts toward private vehicles and bursty late-shift inflows, adding short-term demand spikes.
- Wind speed recovers from earlier lull without adverse weather -> Capacity not restricted; with demand pressure evident (NO2), more vehicles are poised to reach the detector, extending on-times."
122,122,2,"- Occupancy oscillates with troughs followed by spikes (e.g., dips at 3/4/6/9/10/12 and jumps at 2/5/7/11) -> Cyclical demand waves suggest a rebound is likely after the current lull.
- Intensity fell sharply from recent highs (9–11) to a low at 12, similar to the deep dip at 6 that was followed by a rebound at 7 -> Post-dip recovery in inflow typically increases detector saturation.
- Temperature has transitioned from neutral/low around 9–10 to warmer by 12 -> Warming tends to increase trip starts and reduce headways, raising lane occupancy.
- WindSpeed is low and stable after an earlier peak at 9 -> Calmer conditions support steady arrivals and longer presence in the detection zone, pushing occupancy upward.
- Humidity remains high and is edging up into the 85–90 range -> High humidity is associated with cautious driving and slightly lower speeds, increasing time-in-detector and thus occupancy.
- NO2 was elevated for several hours (6–10) and only recently dipped -> Persistent background emissions indicate underlying traffic demand that can quickly re-materialize, contributing to higher occupancy when flow resumes.
- SolarRad is stable at daylight levels throughout -> Consistent daytime conditions sustain typical activity cycles, aligning with imminent demand waves rather than off-peak suppression.
- Recent pattern shows occupancy spikes aligning with or following intensity rises (e.g., 7 and 11) -> When inflow recovers after a dip, occupancy tends to climb in the next interval.
- Concurrent low Occupancy and low Intensity at 12 -> Mean-reversion and upstream discharge dynamics favor a short-term increase in vehicles present per detector interval."
123,123,0,"- Occupancy shows a sharp jump at hours 11→12, similar to the brief spike at hour 9 that quickly reverted by hour 10 -> Pattern of transient surges suggests the current buildup is likely short-lived and poised to unwind.
- Intensity increases from hour 11 to 12 but remains well below the earlier peak at hour 9 -> Demand is lower than the earlier rush, implying available capacity and likely queue discharge.
- NO2 trends downward from hours 10→12 while Intensity rises -> Fewer stop‑and‑go conditions and higher average speeds, consistent with easing density at the detectors.
- Temperature rises and Humidity falls at hour 12 compared to hour 11 -> Improving road/comfort conditions encourage faster travel, reducing time-in-detector.
- WindSpeed drops sharply from hour 11 to 12 -> Less aerodynamic disturbance enables steadier, higher speeds, facilitating density relief.
- SolarRad is negligible after a brief spike at hour 8 -> Absence of glare or thermal stress favors smoother flow, aiding dissipation of short queues."
124,124,1,"- Occupancy settles into a tight band during hours 10–12 -> Indicates stable traffic density with no emerging shocks.
- Intensity rises sharply from hour 10 to 12 while occupancy holds steady -> Suggests higher throughput at maintained speeds; spare capacity remains.
- NO2 climbs in step with the intensity increase -> Confirms more vehicles on the road without corresponding queuing.
- WindSpeed remains near zero and steady late in the window -> Implies minimal weather-induced disturbances to flow.
- Temperature trends upward within a mild range -> Points to favorable driving conditions that support steady operations.
- Humidity drops to a daily low around hour 10 and then slightly recovers -> Implies better visibility/drier pavement, reducing stop-and-go variability.
- SolarRad stays flat at baseline in the last hours -> Indicates absence of glare or dawn/dusk transitions that often disrupt traffic.
- Earlier occupancy volatility (peaks then a sharp trough around hour 9) followed by quick stabilization -> Signals recovery from a transient disturbance into a steady regime.
- Decoupling of intensity and occupancy in the last hours -> Implies vehicles are moving freely, preventing density build-up.
- Consistent benign weather and stabilized demand near the end of the window -> Supports persistence of current traffic conditions over the short term."
125,125,2,"- Sharp simultaneous crash of Intensity and Occupancy at h=12 after sustained high levels (h6–h11) -> Points to a transient detector/operational disruption or brief blockage rather than a real demand drop, setting up a quick normalization.
- NO2 rises to a local maximum at h=12 while Intensity reads near zero -> Mismatch indicates vehicles are still present/upstream (latent demand), implying pressure for lanes to refill.
- Low and steady WindSpeed (1–2 m/s) across the window -> Poor dispersion supports accumulation of emissions and congestion-prone conditions, favoring higher space occupancy when flow resumes.
- Temperature trends downward after h7 while Humidity climbs to the day’s highs by h11–h12 -> Cooler, more humid air is associated with slower travel and longer headways, which elevate occupancy under persistent demand.
- Recurrent rebound pattern after dips (h3→h4, h9→h11) -> Historical intra-day dynamics show quick recoveries following troughs, implying mean-reversion toward higher occupancy.
- Pre-dip demand remains strong (Intensity 400–750 from h4–h11) -> Sustained upstream arrivals suggest the last-minute trough is not demand-driven and is unlikely to persist.
- SolarRad flat and minimal for most hours -> Stable, low-light conditions mean no weather-driven surge in speeds; absent a dispersive factor, congestion pressure tends to rebuild."
126,126,2,"- Last observed hour shows a sharp dip in both Intensity and Occupancy relative to their prior 6–10 band -> Points to a transient lull/gap rather than a sustained regime shift, setting up a rebound in density.
- From hours 7–11, Intensity and Occupancy co-move positively (higher flow coincides with higher occupancy) -> When flow normalizes after the lull, density tends to rise with it.
- NO2 drops concurrently with the final-hour traffic dip -> Confirms the lull is traffic-driven; resumption of vehicles typically increases detector occupancy.
- WindSpeed trends lower toward the end -> Stable, non-adverse conditions remove meteorological deterrents, allowing volumes to recover and fill headways.
- Temp ticks upward with steady SolarRad -> Weather remains favorable for continued activity, supporting a return toward typical density levels.
- Humidity rises but stays within the earlier operating range when traffic was higher -> Indicates no capacity loss from weather; latent demand can re-enter and increase density."
127,127,0,"- Occupancy shows a sudden end-of-series spike while Intensity also jumps -> Indicates a short-lived arrival burst creating a temporary queue that typically discharges in the following interval.
- Earlier in the window, spike-then-drop cycles are evident (e.g., high around h4–h5 followed by a trough by h6–h8) -> Historical pattern suggests quick reversion after sharp upticks.
- NO2 dips at the latest point despite higher Intensity -> Points to less idling and improving speeds, signaling that congestion pressure is easing rather than deepening.
- SolarRad and Temp rise toward the end with calm, non-adverse weather -> Favorable conditions promote higher speeds and efficient queue clearance, shortening detector occupancy times.
- Recent occupancy values had been moderate before the abrupt jump (deviation from short-term mean) -> Mean-reversion tendency implies a near-term pullback as conditions normalize."
128,128,1,"- Occupancy has been tapering from a rebound at h10 (high) to h11 (slightly lower) to h12 (slightly lower) -> Momentum is weak and mean-reverting around a mid level.
- Intensity climbs from h10 to h12 while Occupancy edges down -> Throughput is increasing without density buildup, indicating stable, uncongested flow.
- WindSpeed holds moderate and rises slightly toward h12 -> No weather-induced disruptions; driver behavior and speeds remain consistent.
- Temp shifts from negative to positive values after h6 and trends gently upward through h12 -> Comfortable conditions support steady driving and dampen abrupt density changes.
- Humidity settles around 70–75% after a spike at h9 -> Atmospheric conditions stabilize, reducing variability in driver comfort and traffic pace.
- SolarRad peaks earlier (around h6) and is moderate/declining by h9–h12 -> Post-peak daylight period typically brings smoothing of demand fluctuations.
- NO2 shows gradual increases aligned with Intensity rather than sharp spikes -> Emissions reflect moving traffic more than idling, consistent with smooth flow.
- Earlier large Occupancy swings (spike at h6, trough at h9) are followed by progressively smaller step changes -> System exhibits damping, characteristic of stabilization after a disturbance.
- Intensity–Occupancy coupling weakens in the last hours (high flow, moderate occupancy) -> Indicates higher speeds and stable headways, limiting rapid density shifts.
- No concurrent extremes across weather variables (Temp, Wind, Humidity, SolarRad) in the last hours -> Absence of external shocks supports continued stability in traffic conditions."
129,129,2,"- Intensity and Occupancy both crash to a local minimum at the last timestamp after a period of co-movement -> Signals a transient flow gap (end-of-platoon or red phase) that typically reverses when the next platoon arrives, creating upward pressure on detector time-on.
- NO2 surges to one of the highest levels while flow is low -> Indicates a buildup of vehicles/emissions nearby rather than dispersion effects, pointing to imminent inflow and higher density.
- Humidity rises and Temperature drops toward the end -> Cooler, damp conditions lower speeds/capacity, increasing per-vehicle detector dwell time.
- Windspeed remains moderate and does not spike with the NO2 jump -> Reinforces that the emission increase is traffic-driven, not meteorological, implying stronger incoming demand.
- Solar radiation is still moderate-high near the end (daytime) following a recent peak -> Consistent with active travel periods and continued trip generation feeding arrivals.
- The series shows repeated trough-to-peak oscillations (e.g., h3→h4, h10→h11) -> This cyclical pattern suggests rebounds commonly follow dips, increasing near-term occupancy pressure.
- Prior peaks in Intensity precede or coincide with Occupancy rises (around h6–h7 and h10–h11) -> When demand returns after a lull, density scales quickly with flow, elevating occupancy."
130,130,2,"- Occupancy shows an abrupt trough at hour 12 after sustained elevated levels from hours 7–11 -> Typical short-lived dip following high demand, with queued vehicles primed to refill the link.
- Intensity closely tracks Occupancy, rising through hours 9–11 then dropping sharply at hour 12 -> Indicates demand remains present; the fall likely reflects a temporary constraint and sets up a near-term recovery.
- Past dips (e.g., at hours 6 and 9) were followed by immediate rebounds within 1–2 hours -> Reveals a recurring mean-reversion pattern in this corridor.
- SolarRad remains high and Temp ticks upward at hour 12 while WindSpeed is low-to-moderate -> Favorable driving conditions persist, supporting continued travel pressure rather than a sustained slowdown.
- NO2 co-moves with traffic, staying elevated through hours 8–11 and dipping at hour 12 -> Environmental proxy suggests the trough is transitory and demand will reassert once the disturbance clears.
- Humidity rises to its highest at hour 12 without adverse wind or temperature extremes -> Signals stable weather, so flow reductions are unlikely to be weather-driven and are expected to normalize.
- Synchronous dips across traffic and emissions at hour 12 contrast with strong preceding momentum -> Points to short-term fluctuation with catch-up flows likely as conditions revert toward the prior equilibrium."
131,131,0,"- Occupancy exhibits short, sharp peaks followed by one-hour reversion (e.g., peaks at 2, 5, 9–10 are followed by drops at 3, 6, 11) -> Indicates a repeatable spike-and-release dynamic that tends to unwind after a surge.
- Latest hour shows a strong rise in Intensity without a matching rise in congestion proxies (NO2, Humidity) -> Points to high-throughput, free‑flow processing rather than queue formation, which typically lowers detector density afterward.
- NO2 is easing from earlier highs while flow increases -> Suggests fewer stop‑and‑go conditions and better dispersion, consistent with reduced lane occupancy.
- WindSpeed is tapering from its peak and weather remains benign (no precipitation proxy, moderate Temp) -> Favors higher speeds and shorter detector on‑times, reducing measured occupancy.
- SolarRad is past its daytime peak and trending down -> Marks the tail of the mid‑day window where arrivals spread out, easing lane utilization.
- Hours 6–8 show low Occupancy despite varying Intensity -> Reveals operation on the free‑flow branch where additional flow does not translate into higher density, supporting post‑surge clearing.
- Humidity declines toward the end with stable Temp -> Implies improving road conditions and visibility, facilitating smoother discharge and lower detector occupation."
132,132,1,"- Occupancy peaks around h10 then eases slightly through h12 with small step sizes -> Indicates a mean-reverting pattern with damped momentum.
- Intensity rises sharply from h10 to h12 while Occupancy softens -> Suggests added demand is absorbed by available capacity/high speeds, muting occupancy swings.
- Earlier surge in Intensity at h8 led to only a minor change in Occupancy -> Confirms weak short-term sensitivity of occupancy to demand spikes under current conditions.
- WindSpeed drops and flattens at very low levels in the last hours -> Stable, calm weather reduces speed variability and sudden capacity shifts.
- Temp transitions gradually from below to slightly above 0 with no abrupt jumps -> No weather-induced disruptions to flow, supporting steady operations.
- SolarRad remains flat near the end of the window -> Absence of dawn/dusk or cloud-driven transitions implies limited demand or behavior shifts.
- Humidity spikes at h9 but quickly returns to a steady plateau -> No persistent moisture effects; roadway capacity remains consistent.
- NO2 shows a gradual, steady rise without spikes -> Consistent with smooth, continuous flow rather than stop‑and‑go bursts, implying stable occupancy dynamics.
- Occupancy over the window oscillates within a bounded band with quick reversion after peaks -> Points to small near-term adjustments rather than regime changes."
133,133,2,"- Latest hour shows an abrupt drop in both Intensity and Occupancy after several hours at elevated levels -> Indicates a short-lived trough (e.g., signal cycle or temporary gap) that tends to create upstream backlog and upward pressure in the following interval.
- Similar dips earlier (around hours 3 and 7) were immediately followed by rebounds in Occupancy within 1 hour -> Reveals a recurrent mean-reversion pattern after sharp lows.
- Intensity–Occupancy peaks align (hours 4–6 and 11), showing strong positive coupling -> When flow recovers after a dip, lane saturation rises quickly, pushing Occupancy upward.
- NO2 edges upward into the last hour despite the count drop -> Emissions inertia signals nearby vehicle presence/latent demand, supporting a near-term density increase.
- Weather is stable: low wind, steady cool temperature, no adverse conditions; humidity rises but without precipitation cues -> Road capacity remains unaffected, so any demand rebound translates directly into higher detector occupancy.
- Solar radiation trends downward from a recent high while traffic variables had been elevated -> Suggests a time-of-day transition associated with growing trip activity, reinforcing upward pressure on near-term density."
134,134,2,"- Occupancy hits a sharp trough at the end of the window, and past troughs (e.g., 6→7 h) were followed by immediate rebounds -> Mean‑reversion/queue re‑formation expected.
- Intensity drops notably from 11→12 h, mirroring an earlier dip that quickly bounced back (6→7 h) -> Indicates a transient lull rather than a persistent decline, so inflow/density likely to rise next.
- SolarRad recovers from a deep dip at 11 h to a moderate level at 12 h -> Normalizing daylight/visibility encourages new trip starts and network activity.
- Temp ticks up at 12 h while WindSpeed remains steady/moderate -> Stable, non‑adverse weather removes deterrents, supporting higher demand.
- Humidity climbs from 10→12 h -> Higher moisture can reduce speeds, increasing detector occupancy for a given flow.
- NO2 shows an oscillatory high‑low pattern and is at a local minimum at 12 h -> Emission levels typically track traffic; a rebound in activity is likely.
- Recent divergence where flow eased but environmental/activity indicators improved -> Implies pent‑up demand that tends to materialize as higher on‑link density shortly after."
135,135,0,"- Occupancy falls 8→7→6 from h9–h11, then jumps to 10 at h12 -> Isolated late spike after a multi-hour decline suggests a transient queue likely to unwind.
- Intensity rebounds sharply from h11 to h12 (≈330→≈420, near a daily high) -> High outflow indicates queue discharge, which typically shortens detector on-times.
- Earlier spikes (e.g., h2 and h7) are followed by immediate drops -> Historical mean-reversion pattern points to a post-spike easing.
- SolarRad remains high and Temp reaches a daily maximum at h12 while Humidity is relatively low -> Clear, warm, dry conditions favor higher speeds and reduced occupancy.
- NO2 trends flat-to-down since h9 -> Emissions proxy does not indicate worsening congestion, consistent with clearing flow.
- WindSpeed is moderate-to-low and easing into h12 -> Minimal weather-induced friction supports smoother movement and lower occupancy pressure."
136,136,1,"- Occupancy spiked around h10, held flat at h11, then eased at h12 -> Post-peak behavior is transitioning into a damped phase, favoring incremental adjustments rather than another sharp swing.
- Intensity climbed steadily to a peak by h12 without abrupt reversals -> Demand is strong but consistent, reducing the likelihood of sudden occupancy shocks.
- Rising Intensity while Occupancy eased in the last hour -> Indicates improving speeds/throughput (not queuing), a regime where occupancy typically changes gradually.
- NO2 remained high but stable over the last few hours -> Confirms steady vehicle presence with no network-wide disruption to trigger large occupancy shifts.
- Windspeed near calm, Temperature gradually rising, Humidity trending down, and SolarRad at a high plateau -> Stable, benign weather removes exogenous volatility in travel patterns.
- After the earlier midday surge (h9–h10), subsequent hours show stabilization across multiple indicators -> Mean-reverting traffic dynamics suggest a settling process rather than renewed escalation or collapse."
137,137,2,"- Occupancy drops sharply at the last timestamp after being elevated in the prior hours -> Points to a transient trough with likely mean reversion toward prior density.
- Intensity shows a sudden dip after several hours of moderate levels -> Indicates a momentary flow interruption rather than reduced demand; backlog typically rebuilds density shortly after.
- Earlier patterns show rebounds after dips (low at ~h3 followed by surge at ~h4; low at ~h9 followed by rise by ~h11) -> Recurrent post-dip recovery pattern suggests an imminent increase in density.
- NO2 rebounds strongly at the latest point while remaining comparatively high overall -> Signals fresh vehicular emissions and growing traffic presence, supporting higher lane occupancy.
- SolarRad has been declining for several hours -> Marks the transition toward the evening window, when recurrent commuting demand elevates density.
- Temperature trends downward and Humidity edges up -> Cooler conditions favor car use and slightly lower speeds, increasing detector on-time.
- WindSpeed is moderate and rising but not extreme -> No disruptive weather to suppress demand; typical commuting dynamics dominate.
- Intensity recovered from earlier lows between ~h9 and ~h11 -> Underlying demand remains strong, so a brief lull tends to be followed by denser conditions."
138,138,2,"- Latest point shows Occupancy at a local trough, and prior troughs (h6, h9) were followed by rapid rebounds within 1–2 hours -> Signals a short-lived dip with an imminent upward correction in density.
- Intensity drops sharply to a local minimum after moderate levels, mirroring the earlier h6 dip that quickly recovered -> Suggests an impending bounce-back in arrivals that typically lifts lane occupancy.
- NO2 declines after earlier highs and historically co-moves with traffic activity (peaks around h8–11) -> Indicates the current suppression is temporary, with emissions and traffic likely to pick up, increasing occupancy.
- SolarRad eases from recent highs, marking a diurnal transition similar to periods that previously coincided with higher density (e.g., around h7–8) -> Points to the onset of a new demand phase that elevates occupancy.
- Temp reaches its minimum while Humidity peaks -> Cooler, more humid conditions encourage lower speeds, so any flow recovery translates into higher detector occupancy.
- WindSpeed stabilizes at moderate levels after earlier variability -> Supports queue buildup/persistence once inflows increase, amplifying occupancy."
139,139,0,"- Occupancy jumps sharply in the latest hour after being moderate earlier -> Signals a transient peak that typically corrects quickly (mean-reversion).
- Past peaks are followed by steep one-hour declines (e.g., h=2→3, h=9→10) -> Reveals a repeating post-peak unwind pattern.
- Intensity is at a local high and has repeatedly retreated after similar crests (h=4→6, h=9→11) -> Points to imminent easing of flow pressure and detector on-time.
- SolarRad is high and rising with warm, steady Temp -> Daylight, dry conditions favor higher speeds and shorter detector occupancy durations.
- WindSpeed is moderate and weather variables show no disturbances (Humidity low–moderate, stable) -> Lack of frictional weather supports queue dissipation rather than persistence.
- NO2 is elevated but not accelerating relative to earlier spikes -> Indicates demand is not escalating further, aligning with congestion relief.
- Recent rise in Intensity is not matched by proportional deterioration in environmental indicators -> Suggests smoother, faster movement rather than sustained density."
140,140,1,"- Occupancy shows oscillatory, mean-reverting behavior with a recent high plateau (hrs 10–11) followed by a small easing at hr 12 -> Indicates equilibrium conditions where only minor near-term adjustments typically occur.
- Intensity surges from hrs 9–12 while occupancy does not increase in tandem -> Suggests increased throughput/speeds rather than new queuing, keeping lane usage near a steady level.
- NO2 rises with intensity at hrs 10–11 and softens at hr 12 -> Confirms higher traffic volumes are stabilizing; emission dynamics imply flow is maintained without added stoppage.
- WindSpeed stays low and fairly flat in the last hours -> Minimal weather disturbance reduces volatility in traffic states, supporting stable occupancy.
- Temp edges upward while Humidity declines at hr 12 -> Improved driving conditions promote steady speeds, limiting abrupt changes in space occupancy.
- SolarRad holds a mid-level plateau after hr 9 with a slight uptick at hr 12 -> No strong day–night transition or weather shift, implying consistent demand and operations.
- Earlier trough at hr 9 followed by rapid rebound at hrs 10–11 -> System appears recovered and settled, favoring small corrections rather than large swings.
- Divergence of rising Intensity and easing Occupancy at hr 12 -> Points to capacity availability or cleared bottlenecks, keeping occupancy constrained near a stable band."
141,141,2,"- Occupancy shows an abrupt dip at hour 12 after being elevated in the preceding hours -> Signals a transient trough likely to revert toward the recent mean as the next platoon arrives.
- Intensity drops sharply at hour 12 following a multi-hour mid-to-high plateau -> Indicates a demand trough rather than a capacity reduction, typically followed by a rebound in lane density.
- Similar troughs in intensity around hours 3 and 8 were followed by recoveries soon after -> Reveals an oscillatory stop‑and‑go pattern, with troughs preceding rises.
- NO2 turns upward at hour 12 after a prior dip while wind remains relatively high -> Rising emissions despite dispersion suggest growing upstream vehicle inflow, foreshadowing higher on-link density.
- Weather is stable and favorable (moderate temperature, steady solar radiation, no adverse conditions) -> Road capacity remains unaffected, so rising demand signals can translate directly into higher occupancy.
- Humidity returning to mid-range from earlier variability -> No moisture-related capacity constraint, enabling normal flow recovery.
- Past co-movement: periods of higher NO2 and intensity aligned with higher occupancy (e.g., hours 4 and 9–11) -> Confirms that emission upticks and inflow surges tend to precede increases in density."
